JobSatisfaction;Age;Attrition;DailyRate;DistanceFromHome;HourlyRate;MonthlyIncome;MonthlyRate;NumCompaniesWorked;OverTime;PercentSalaryHike;TrainingTimesLastYear;YearsSinceLastPromotion;NewEmployee;BusinessTravel_g__Travel_Frequently;BusinessTravel_g__Travel_No;BusinessTravel_g__Travel_Rarely;Department_g__Human Resources;Department_g__Research & Development;Department_g__Sales;Education_g__1;Education_g__2;Education_g__3;Education_g__4;Education_g__5;EnvironmentSatisfaction_g__1;EnvironmentSatisfaction_g__2;EnvironmentSatisfaction_g__3;EnvironmentSatisfaction_g__4;Gender_g__Female;Gender_g__Male;JobInvolvement_g__1;JobInvolvement_g__2;JobInvolvement_g__3;JobInvolvement_g__4;MaritalStatus_g__Divorced;MaritalStatus_g__Married;MaritalStatus_g__Single;RelationshipSatisfaction_g__1;RelationshipSatisfaction_g__2;RelationshipSatisfaction_g__3;RelationshipSatisfaction_g__4;WorkLifeBalance_g__1;WorkLifeBalance_g__2;WorkLifeBalance_g__3;WorkLifeBalance_g__4
2.0;-0.31650430673789276;0;-0.9533231210749498;-0.2740973896557982;-0.6347944401923677;1.1745878817620723;0.9923570044989495;-1.0800761579538747;0;-1.1470412439240338;0.926170537715487;-0.053201908684664546;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0
4.0;-1.7338239127110096;0;-1.0226595384096684;0.7096158515038851;1.4396917506623625;-1.110847090937082;0.7091070842543188;-0.6774537089740392;0;-0.3261427265711454;2.4733838819190628;-0.6791556155526715;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0
1.0;-0.31650430673789276;1;-0.25995894772776373;-0.3970615448007586;0.8125215069155836;-0.7438863370972624;0.40234685750826993;-0.2748312599942037;0;-1.1470412439240338;-0.6210428064880888;-0.36617876211866796;0;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0
3.0;1.7549628096843548;0;1.1837243132058415;-0.520025699945719;-0.3935751156743759;2.68235486802522;-0.4940011753931036;0.5304136379654673;0;-1.1470412439240338;0.15256386561369908;0.5727517981833423;0;0;0;1;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;1;0;0
1.0;-0.534553476887603;1;0.7949451160075979;0.8325800066488455;0.2818389929760014;-0.5402316131780569;-1.3462849811391246;-0.6774537089740392;1;1.8629199863698904;1.699777209817275;1.198705505051349;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0
2.0;0.5556923738609483;0;-0.27976935268054043;-0.15113323451083782;-0.8760137647103596;0.07689104345302857;0.9754633710847568;-1.0800761579538747;0;-1.1470412439240338;-0.6210428064880888;0.5727517981833423;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0
4.0;0.7737415440106585;0;-0.8096976851673183;-0.2740973896557982;-1.1654769541319498;0.8038046200697546;-1.7104835614934286;0.1277911889856318;0;-0.3261427265711454;0.926170537715487;0.8857286516173457;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0
1.0;0.9917907141603688;0;-0.24510114401318114;-0.8889181653806003;0.8125215069155836;2.651137720563152;1.2076100502514546;0.1277911889856318;0;-0.8734084048064044;-0.6210428064880888;-0.053201908684664546;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;1;0;0
4.0;-0.4255288918127479;0;0.2972086915690822;-0.8889181653806003;0.5713021823975917;-0.8424220950727696;-1.0662730072988809;0.5304136379654673;0;-1.1470412439240338;0.15256386561369908;-0.6791556155526715;0;0;0;1;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0
4.0;0.7737415440106585;0;1.6220295227860269;0.094795075779083;-1.2137208190355484;0.00044088640306614923;0.6865822397020619;-0.2748312599942037;1;-0.5997755656887749;1.699777209817275;-0.36617876211866796;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1
3.0;-0.7526026470373133;0;-1.681355503089495;-0.028169079365877415;0.8125215069155836;-0.9040069438074615;0.2636782832334383;-0.6774537089740392;0;-0.5997755656887749;1.699777209817275;-0.36617876211866796;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0
4.0;0.2286186186363829;1;0.2253959736152665;-0.520025699945719;-0.49006284548157264;-0.9294903294907823;-1.5357752359349859;0.1277911889856318;0;-0.3261427265711454;2.4733838819190628;-0.6791556155526715;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1
4.0;-1.406750157486444;1;0.022339322849304885;-1.0118823205255607;-0.24884352096358078;-0.8855314891870538;-1.5801210236472416;-0.2748312599942037;1;0.22112295166411353;-0.6210428064880888;-0.053201908684664546;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;1;0;0
3.0;0.6647169589358034;0;1.1614376076339676;-0.8889181653806003;0.2818389929760014;-0.8107802245159795;1.081048579923461;-0.6774537089740392;0;-0.8734084048064044;0.15256386561369908;-0.36617876211866796;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;1;0;1;0;0
3.0;1.4278890544597893;1;0.1610121575187421;-0.7659540102356398;0.9572531016263787;-0.8027104857162612;-1.4689046036704732;-0.6774537089740392;1;-0.3261427265711454;-0.6210428064880888;-0.6791556155526715;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0
4.0;-0.20747972166303763;0;0.21301447051978104;-0.8889181653806003;1.4879356155659609;-0.9447803609007748;-0.6415389072103864;-0.6774537089740392;0;-0.5997755656887749;0.15256386561369908;-0.053201908684664546;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1;0
1.0;-0.0984551365881825;0;0.11891504699409151;-0.520025699945719;0.7642776420119851;-0.6464123868585603;-0.1649976646517011;2.543525882864645;1;-0.3261427265711454;0.15256386561369908;-0.6791556155526715;0;0;0;1;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1
1.0;-0.4255288918127479;0;0.8345659259131514;-1.0118823205255607;-1.1654769541319498;-0.23082083867307016;-1.555766035475114;-0.2748312599942037;0;1.042021469017002;0.15256386561369908;-0.36617876211866796;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;1;0
4.0;-0.20747972166303763;0;-0.8418895932155805;-0.6429898550906794;0.4265705876867965;-0.9581591383845182;-0.46936462666407264;-0.6774537089740392;0;-0.8734084048064044;0.15256386561369908;-0.6791556155526715;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;1;0;0;0;1;0
1.0;-1.0796764022618788;0;1.0797196872037635;-0.8889181653806003;-1.5996717382643353;-0.8753381349137256;0.7702057251023157;-0.6774537089740392;0;-0.5997755656887749;2.4733838819190628;-0.6791556155526715;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0
3.0;-1.1887009873367338;1;1.3694468596381235;1.939257402953489;-0.8760137647103596;-0.8855314891870538;-0.5189192846790378;-0.6774537089740392;0;-0.8734084048064044;-0.6210428064880888;-0.6791556155526715;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0
3.0;-1.0796764022618788;0;0.4705497349058787;-0.15113323451083782;-1.4066962786499417;0.4805903449863023;-1.586456136177564;-0.6774537089740392;0;-0.05250988745351596;-2.168256150691665;-0.36617876211866796;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0
4.0;-0.7526026470373133;0;-0.20548033410762767;-1.0118823205255607;-0.3935751156743759;-0.5206943508208444;-0.48752528258432976;-0.6774537089740392;0;2.1365528254875197;-0.6210428064880888;0.2597749447493389;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0
3.0;0.44666778878609315;1;1.3768757614954148;0.3407233860690038;-0.8277698998067613;2.778129925885034;0.28662546862105004;-0.6774537089740392;0;-0.8734084048064044;-2.168256150691665;4.01549718595738;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0
3.0;-0.31650430673789276;0;0.6463670788617724;1.6933290926635682;0.2818389929760014;-0.4024089689407636;-0.5926881505876792;-1.0800761579538747;0;1.3156543081346315;-0.6210428064880888;1.824659211919356;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0
2.0;0.01056944848667263;0;-0.9805624278850178;1.2014724720837267;0.3300828578795998;-0.73071992116088;-0.5655175568465194;0.5304136379654673;0;1.589287147252261;-1.3946494785898766;-0.6791556155526715;0;0;0;1;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;1;0
4.0;0.9917907141603688;0;1.0079069692499478;-0.520025699945719;1.5361794804695592;-0.1467256659181115;0.8729753283719878;0.5304136379654673;1;1.589287147252261;0.926170537715487;-0.6791556155526715;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0
4.0;-0.20747972166303763;0;1.0524803803936955;-0.15113323451083782;-1.4549401435535403;-0.890628166323718;-1.3165803423858358;-0.6774537089740392;0;1.042021469017002;-0.6210428064880888;-0.6791556155526715;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;1;0;0;1;0
3.0;1.209839884310079;1;-0.4407288929218515;-1.0118823205255607;1.5361794804695592;-0.22975903093626512;0.7109372278741897;2.543525882864645;1;-0.5997755656887749;-0.6210428064880888;-0.6791556155526715;0;0;0;1;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0
3.0;-0.9706518171870235;1;1.5601220073085995;-0.520025699945719;-0.779526034903163;-0.6417404328166182;-0.4314947317605907;-0.6774537089740392;1;-0.5997755656887749;0.15256386561369908;-0.053201908684664546;0;0;0;1;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0
1.0;0.7737415440106585;0;1.6938422407398426;-1.0118823205255607;0.4265705876867965;-0.21425663797891165;-1.4408893282586037;0.9330360869453028;1;1.589287147252261;-0.6210428064880888;-0.36617876211866796;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;1;0;0;0;1;0;1;0;0;0;0;1;0;0;1;0;0
1.0;-0.20747972166303763;0;0.7256086986728792;0.2177592309240434;0.61954604730119;0.7265050168303481;-0.8365195928658603;-0.2748312599942037;1;-0.5997755656887749;0.15256386561369908;-0.053201908684664546;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0
4.0;-1.1887009873367338;0;1.5824087128804734;1.6933290926635682;-0.9242576296139581;-0.48968956490613735;1.012488584317529;1.738280984904974;1;1.042021469017002;-0.6210428064880888;-0.6791556155526715;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0
4.0;-0.4255288918127479;0;-0.7155982616416288;-1.0118823205255607;1.5361794804695592;1.4854851870985861;0.12698063285692915;-0.6774537089740392;1;-0.8734084048064044;-1.3946494785898766;1.824659211919356;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0
1.0;-0.20747972166303763;0;0.12139134761318861;1.0785083169387661;0.233595128072403;0.5534303557311276;-0.45233021297142834;-0.6774537089740392;0;1.8629199863698904;0.15256386561369908;-0.36617876211866796;0;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0
1.0;-0.20747972166303763;0;0.8370422265322485;1.6933290926635682;-1.7444033329751305;-0.5200572661787614;0.24748855121150365;0.1277911889856318;1;-0.05250988745351596;0.15256386561369908;-0.053201908684664546;0;0;0;1;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0
4.0;-0.6435780619624581;0;-0.3689161749680358;-0.2740973896557982;-0.8760137647103596;-0.11635796464548755;-0.6639229714841918;0.1277911889856318;0;1.8629199863698904;0.15256386561369908;-0.36617876211866796;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;1;0;1;0;0;0;0;0;1;0;1;0;0
3.0;0.01056944848667263;0;0.7701821098166269;-1.0118823205255607;-0.7312821699995645;-0.09979376395132902;-1.6267192958147232;-0.6774537089740392;0;0.7683886298993725;-0.6210428064880888;-0.6791556155526715;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1
4.0;-0.534553476887603;0;-0.933512716122173;-1.0118823205255607;-1.5996717382643353;-0.06390466244731889;-0.4740103758529756;-0.6774537089740392;1;1.8629199863698904;0.15256386561369908;1.5116823584853527;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0
4.0;0.11959403356152776;0;-0.37386877620623;2.431114023533331;-0.779526034903163;-0.8615346343352601;-1.2371802653391302;-0.6774537089740392;0;-1.1470412439240338;-0.6210428064880888;2.1376360653533597;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0
3.0;1.4278890544597893;0;0.45816823181039323;-0.2740973896557982;-1.1172330892283515;2.607178880259424;0.34589396584917603;0.9330360869453028;1;-0.8734084048064044;-0.6210428064880888;3.3895434790893733;0;0;0;1;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0
1.0;2.4091103201334856;0;1.5625983079276966;1.939257402953489;1.5844233453731575;0.24932861991016603;-1.6738806890960112;1.738280984904974;0;-1.1470412439240338;0.15256386561369908;1.5116823584853527;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;1;0;0
3.0;-0.0984551365881825;0;1.037622576679113;-0.15113323451083782;-0.34533125077077753;0.7715256648708816;-0.8505976207110209;-0.6774537089740392;0;-0.5997755656887749;-0.6210428064880888;3.07656662565537;0;0;0;1;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0;1;0
3.0;1.973011979834065;0;0.07929423708853803;-0.15113323451083782;-1.5996717382643353;1.761130475573173;0.7723174292790898;-0.2748312599942037;1;-0.3261427265711454;-0.6210428064880888;-0.6791556155526715;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0;1;0
2.0;-0.0984551365881825;0;0.9682861593443944;0.2177592309240434;1.391447885758764;0.007661179013340378;1.1842405240284881;-0.6774537089740392;0;-0.5997755656887749;0.15256386561369908;-0.6791556155526715;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0
1.0;0.8827661290855137;0;1.3248734484943758;-0.2740973896557982;-0.34533125077077753;0.6925271692525871;0.6395616266992256;-0.2748312599942037;0;0.494755790781743;-0.6210428064880888;-0.6791556155526715;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0;1;0;0;0;1;0
1.0;-0.20747972166303763;0;-0.34662946939616196;-1.0118823205255607;0.61954604730119;-0.9065552823757935;-1.1791787906170685;0.5304136379654673;0;-0.5997755656887749;-0.6210428064880888;-0.36617876211866796;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0
;-0.0984551365881825;1;-1.2034294836037562;-0.028169079365877415;0.61954604730119;-0.6529955948267515;1.0604946592695266;-1.0800761579538747;1;0.494755790781743;-2.168256150691665;-0.6791556155526715;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;1;0;0;0;1;0;1;0;0;0;0;1;0;0
3.0;2.4091103201334856;0;1.0425751779173071;-1.0118823205255607;-0.4418189805779743;-0.2102217685790525;1.4674904442731187;1.738280984904974;0;-1.1470412439240338;-0.6210428064880888;-0.36617876211866796;0;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0
2.0;-0.8616272321121684;0;1.2976341416843078;-0.8889181653806003;0.4748144525903949;-0.7984632547690411;-1.307570404564933;-1.0800761579538747;0;2.1365528254875197;0.15256386561369908;-0.6791556155526715;0;0;0;1;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0
2.0;-0.6435780619624581;0;0.6884641893864228;-1.0118823205255607;1.005496966529977;-1.367167478601817;0.6378722633578062;-0.6774537089740392;0;0.494755790781743;0.926170537715487;-0.36617876211866796;0;0;0;1;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0;0;1;0
2.0;-0.534553476887603;0;-0.6338803412114248;-1.0118823205255607;-0.0076241964455888815;-0.051587692700380494;-0.9711055390655954;-0.6774537089740392;0;0.494755790781743;0.15256386561369908;-0.6791556155526715;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0
4.0;-0.0984551365881825;0;-1.6640213987558155;-0.3970615448007586;-0.5383067103851711;-0.7273221364031038;1.092170221921138;0.1277911889856318;0;-0.8734084048064044;0.15256386561369908;-0.6791556155526715;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;1;0
4.0;-0.6435780619624581;0;-0.14357281863020036;-0.15113323451083782;-0.24884352096358078;-0.43298903176074854;0.9063402543650184;-0.6774537089740392;0;2.1365528254875197;-0.6210428064880888;-0.36617876211866796;0;0;0;1;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0
